#TE	Order	Superfamily	Clade	Complete	Strand	Domains
scaffold_78_(dbseq-nr_77)_[71888,78161]	LTR	Copia	mixture	no	-	AP|ty1/copia INT|retrofit RT|copia RNaseH|codi_d
scaffold_79_(dbseq-nr_78)_[108971,114172]	LTR	Copia	tork	no	+	AP|retrofit INT|tork RT|copia RNaseH|tork
scaffold_79_(dbseq-nr_78)_[574019,581053]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|cer2-3 INT|osvaldo
scaffold_79_(dbseq-nr_78)_[64296,69561]	LTR	Copia	copia	no	+	AP|ty1/copia INT|retrofit RT|copia RNaseH|copia
scaffold_79_(dbseq-nr_78)_[706509,712482]	LTR	Gypsy	v_clade	no	+	RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_79_(dbseq-nr_78)_[718639,725718]	LTR	Gypsy	v_clade	no	+	GAG|v_clade RT|v_clade RNaseH|v_clade INT|v_clade CHR|all
scaffold_79_(dbseq-nr_78)_[727286,732742]	LTR	Gypsy	17_6	no	-	RNaseH|17_6
scaffold_7_(dbseq-nr_6)_[1096243,1102818]	LTR	Copia	tork	no	-	AP|ty1/copia INT|retrofit RT|tork RNaseH|tork
scaffold_7_(dbseq-nr_6)_[1104408,1108422]	LTR	Copia	pseudovirus	no	+	AP|pseudovirus INT|retrofit RNaseH|pseudovirus
scaffold_7_(dbseq-nr_6)_[1436250,1441121]	LTR	Gypsy	v_clade	no	+	GAG|v_clade AP|v_clade
scaffold_7_(dbseq-nr_6)_[1466326,1473242]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|17_6 INT|gmr1
scaffold_7_(dbseq-nr_6)_[1481391,1487681]	LTR	Gypsy	v_clade	no	+	GAG|v_clade RT|v_clade RNaseH|v_clade INT|v_clade CHR|all
scaffold_7_(dbseq-nr_6)_[1495000,1500395]	LTR	Copia	mixture	no	+	AP|ty1/copia INT|copia RT|tork RNaseH|sire
scaffold_7_(dbseq-nr_6)_[1512142,1516948]	LTR	Gypsy	v_clade	no	+	GAG|v_clade AP|v_clade
scaffold_7_(dbseq-nr_6)_[1559974,1566892]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|cer2-3 INT|tat
scaffold_7_(dbseq-nr_6)_[1609603,1616027]	LTR	Copia	tork	no	-	AP|ty1/copia INT|tork RT|tork RNaseH|copia
scaffold_7_(dbseq-nr_6)_[1627582,1634633]	LTR	Gypsy	v_clade	no	+	GAG|v_clade RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_7_(dbseq-nr_6)_[1734984,1736832]	LTR	Copia	copia	no	+	RNaseH|copia
scaffold_7_(dbseq-nr_6)_[1833676,1838718]	LTR	Gypsy	v_clade	no	-	AP|maggy RT|v_clade RNaseH|pyret INT|v_clade
scaffold_7_(dbseq-nr_6)_[1884942,1893435]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|cer2-3 INT|tat
scaffold_7_(dbseq-nr_6)_[1910363,1911927]	LTR	Copia	copia	no	+	RNaseH|copia
scaffold_7_(dbseq-nr_6)_[1917233,1923273]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|cer2-3 INT|gmr1
scaffold_7_(dbseq-nr_6)_[1936714,1945246]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|cer2-3 INT|tat
scaffold_7_(dbseq-nr_6)_[2525545,2530984]	LTR	Copia	mixture	no	-	AP|ty1/copia INT|tork RT|pCretro RNaseH|sire
scaffold_7_(dbseq-nr_6)_[2863864,2870926]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|cer2-3 INT|osvaldo
scaffold_7_(dbseq-nr_6)_[3219722,3226586]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|cer2-3 INT|tat
scaffold_7_(dbseq-nr_6)_[3565220,3571721]	LTR	Copia	tork	no	-	AP|ty1/copia INT|retrofit RT|tork RNaseH|tork
scaffold_7_(dbseq-nr_6)_[3712980,3719052]	LTR	Copia	mixture	no	+	AP|retrofit INT|oryco RT|pCretro RNaseH|copia
scaffold_7_(dbseq-nr_6)_[4199394,4206126]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|cer2-3 INT|gmr1
scaffold_7_(dbseq-nr_6)_[431308,437078]	LTR	Copia	mixture	no	+	AP|ty1/copia INT|retrofit RT|tork RNaseH|sire
scaffold_7_(dbseq-nr_6)_[4343528,4348827]	LTR	Copia	tork	no	+	INT|tork RT|tork RNaseH|tork
scaffold_7_(dbseq-nr_6)_[4376044,4381002]	LTR	Gypsy	v_clade	no	-	GAG|v_clade AP|v_clade
scaffold_7_(dbseq-nr_6)_[4491010,4496842]	LTR	Copia	sire	no	-	INT|tork RT|sire RNaseH|sire
scaffold_7_(dbseq-nr_6)_[4513126,4519141]	LTR	Copia	sire	no	+	INT|copia RT|sire RNaseH|sire
scaffold_7_(dbseq-nr_6)_[673385,680436]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|cer2-3 INT|osvaldo
scaffold_80_(dbseq-nr_79)_[145725,150140]	LTR	Copia	mixture	no	+	AP|ty1/copia INT|copia RNaseH|sire
scaffold_80_(dbseq-nr_79)_[165933,172359]	LTR	Copia	sire	no	+	AP|pseudovirus INT|tork RT|sire RNaseH|sire
scaffold_80_(dbseq-nr_79)_[172469,178433]	LTR	Copia	copia	no	-	AP|ty1/copia INT|copia RT|sire RNaseH|copia
scaffold_80_(dbseq-nr_79)_[2754,9860]	LTR	Gypsy	v_clade	no	-	GAG|v_clade RT|v_clade RNaseH|v_clade INT|v_clade CHR|all
scaffold_80_(dbseq-nr_79)_[342540,349572]	LTR	Copia	sire	no	+	AP|ty1/copia INT|sire RT|copia RNaseH|sire
scaffold_80_(dbseq-nr_79)_[436525,443083]	LTR	Copia	copia	no	+	AP|ty1/copia INT|tork RT|copia RNaseH|copia
scaffold_81_(dbseq-nr_80)_[122750,128781]	LTR	Gypsy	v_clade	no	+	GAG|pyret RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_81_(dbseq-nr_80)_[166733,172930]	LTR	Gypsy	mixture	no	-	RT|gypsy RNaseH|17_6
scaffold_81_(dbseq-nr_80)_[175845,180472]	LTR	Gypsy	v_clade	no	-	RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_81_(dbseq-nr_80)_[183136,190826]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|cer2-3 INT|tat
scaffold_81_(dbseq-nr_80)_[190827,199123]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|cer2-3 INT|gmr1
scaffold_81_(dbseq-nr_80)_[364705,372164]	LTR	Gypsy	v_clade	no	-	GAG|v_clade RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_81_(dbseq-nr_80)_[399482,404728]	LTR	Copia	retrofit	no	-	AP|retrofit
scaffold_81_(dbseq-nr_80)_[549467,556386]	LTR	Gypsy	v_clade	yes	+	GAG|v_clade AP|v_clade RT|v_clade RNaseH|v_clade INT|v_clade CHR|all
scaffold_81_(dbseq-nr_80)_[572830,579141]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|gypsy INT|gmr1
scaffold_81_(dbseq-nr_80)_[591209,595949]	LTR	Gypsy	v_clade	no	-	GAG|v_clade AP|v_clade
scaffold_81_(dbseq-nr_80)_[621987,629122]	LTR	Gypsy	mixture	no	-	RT|v_clade RNaseH|pyret
scaffold_81_(dbseq-nr_80)_[83540,89170]	LTR	Copia	sire	no	+	AP|copia INT|tork RT|sire RNaseH|sire
scaffold_82_(dbseq-nr_81)_[105491,112651]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|cer2-3 INT|gmr1
scaffold_82_(dbseq-nr_81)_[161430,166866]	LTR	Gypsy	v_clade	no	-	AP|caulimovirus RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_82_(dbseq-nr_81)_[16444,23143]	LTR	Copia	tork	no	-	AP|ty1/copia INT|tork RT|tork RNaseH|copia
scaffold_82_(dbseq-nr_81)_[329961,335718]	LTR	Copia	mixture	no	-	AP|ty1/copia INT|retrofit RT|pCretro RNaseH|codi_d
scaffold_82_(dbseq-nr_81)_[6828,14699]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|cer2-3 INT|tat
scaffold_83_(dbseq-nr_82)_[128709,133877]	LTR	Copia	copia	no	+	INT|copia RT|tork RNaseH|copia
scaffold_83_(dbseq-nr_82)_[149520,159101]	LTR	Gypsy	pyret	no	+	GAG|pyret RT|pyret RNaseH|v_clade
scaffold_83_(dbseq-nr_82)_[177175,183582]	LTR	Gypsy	v_clade	no	-	AP|pyret RT|v_clade RNaseH|v_clade INT|v_clade CHR|all
scaffold_83_(dbseq-nr_82)_[239315,246502]	LTR	Gypsy	v_clade	no	+	GAG|v_clade RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_83_(dbseq-nr_82)_[305885,311450]	LTR	Copia	mixture	no	-	AP|ty1/copia INT|oryco RT|sire RNaseH|copia
scaffold_83_(dbseq-nr_82)_[602216,607029]	LTR	Gypsy	v_clade	no	-	GAG|v_clade AP|v_clade
scaffold_83_(dbseq-nr_82)_[77003,81938]	LTR	Gypsy	v_clade	no	+	GAG|v_clade AP|v_clade
scaffold_84_(dbseq-nr_83)_[10113,16482]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|gypsy INT|tat
scaffold_84_(dbseq-nr_83)_[346742,352980]	LTR	Copia	mixture	no	-	AP|ty1/copia INT|retrofit RT|pCretro RNaseH|copia
scaffold_84_(dbseq-nr_83)_[381875,388050]	LTR	Copia	mixture	no	-	AP|ty1/copia INT|retrofit RT|sire RNaseH|tork
scaffold_84_(dbseq-nr_83)_[72249,73675]	LTR	Copia	copia	no	+	RNaseH|copia
scaffold_85_(dbseq-nr_84)_[164680,169761]	LTR	Copia	tork	no	+	AP|pseudovirus INT|tork RT|tork RNaseH|copia
scaffold_85_(dbseq-nr_84)_[27,6260]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|gypsy INT|gmr1
scaffold_85_(dbseq-nr_84)_[7818,12469]	LTR	Gypsy	17_6	no	-	RNaseH|17_6
scaffold_86_(dbseq-nr_85)_[302348,305670]	LTR	Copia	sire	no	-	RNaseH|sire
scaffold_86_(dbseq-nr_85)_[368532,374576]	LTR	Copia	mixture	no	-	AP|ty1/copia INT|oryco RT|copia RNaseH|codi_d
scaffold_86_(dbseq-nr_85)_[427970,436010]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|cer2-3 INT|gmr1
scaffold_86_(dbseq-nr_85)_[500344,506069]	LTR	Copia	mixture	no	-	AP|ty1/copia INT|retrofit RT|tork RNaseH|copia
scaffold_86_(dbseq-nr_85)_[529150,533783]	LTR	Gypsy	v_clade	no	-	GAG|v_clade AP|v_clade
scaffold_86_(dbseq-nr_85)_[579556,585871]	LTR	Gypsy	v_clade	yes	-	GAG|v_clade AP|v_clade RT|v_clade RNaseH|v_clade INT|v_clade CHR|all
scaffold_87_(dbseq-nr_86)_[213378,218653]	LTR	Copia	tork	no	-	AP|ty1/copia INT|tork RT|tork RNaseH|copia
scaffold_87_(dbseq-nr_86)_[429336,435386]	LTR	Gypsy	v_clade	yes	-	GAG|v_clade AP|pyret RT|v_clade RNaseH|v_clade INT|v_clade CHR|all
scaffold_87_(dbseq-nr_86)_[484024,485876]	LTR	Gypsy	tat	no	-	INT|tat
scaffold_87_(dbseq-nr_86)_[488784,493535]	LTR	Gypsy	v_clade	no	-	GAG|v_clade AP|v_clade
scaffold_87_(dbseq-nr_86)_[502428,509554]	LTR	Gypsy	v_clade	no	+	GAG|v_clade RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_87_(dbseq-nr_86)_[518615,520240]	LTR	Gypsy	tat	no	-	INT|tat
scaffold_87_(dbseq-nr_86)_[526736,533737]	LTR	Gypsy	v_clade	yes	-	GAG|v_clade AP|v_clade RT|v_clade RNaseH|v_clade INT|v_clade CHR|all
scaffold_87_(dbseq-nr_86)_[533738,540795]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|cer2-3 INT|gmr1
scaffold_87_(dbseq-nr_86)_[552248,556887]	LTR	Gypsy	v_clade	no	+	GAG|v_clade AP|v_clade
scaffold_87_(dbseq-nr_86)_[61772,68921]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|osvaldo INT|tat
scaffold_87_(dbseq-nr_86)_[9041,15945]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|cer2-3 INT|tat
scaffold_88_(dbseq-nr_87)_[6343,10800]	LTR	Gypsy	v_clade	no	-	GAG|v_clade RT|v_clade RNaseH|pyret INT|v_clade
scaffold_89_(dbseq-nr_88)_[415349,421599]	LTR	Copia	mixture	no	+	AP|ty1/copia INT|retrofit RT|copia RNaseH|codi_d
scaffold_89_(dbseq-nr_88)_[423863,430668]	LTR	Gypsy	v_clade	yes	+	GAG|v_clade AP|v_clade RT|v_clade RNaseH|v_clade INT|v_clade CHR|all
scaffold_89_(dbseq-nr_88)_[546364,551547]	LTR	Gypsy	v_clade	no	-	GAG|v_clade AP|v_clade
scaffold_8_(dbseq-nr_7)_[104331,109423]	LTR	Copia	tork	no	+	AP|pseudovirus INT|tork RT|tork RNaseH|copia
scaffold_8_(dbseq-nr_7)_[138806,144551]	LTR	Copia	mixture	no	+	AP|ty1/copia INT|retrofit RT|tork RNaseH|copia
scaffold_8_(dbseq-nr_7)_[1392421,1399265]	LTR	Copia	mixture	no	+	INT|retrofit RT|pseudovirus RNaseH|sire
scaffold_8_(dbseq-nr_7)_[1592219,1597689]	LTR	Copia	copia	no	+	AP|retrofit INT|tork RT|copia RNaseH|copia
scaffold_8_(dbseq-nr_7)_[1632912,1639569]	LTR	Copia	copia	no	+	AP|ty1/copia INT|tork RT|copia RNaseH|copia
scaffold_8_(dbseq-nr_7)_[1833110,1838190]	LTR	Copia	tork	no	-	AP|pseudovirus INT|tork RT|tork RNaseH|copia
scaffold_8_(dbseq-nr_7)_[2299852,2307032]	LTR	Copia	mixture	no	+	AP|ty1/copia INT|retrofit RT|1731 RNaseH|sire
scaffold_8_(dbseq-nr_7)_[2806699,2811952]	LTR	Copia	tork	no	+	AP|ty1/copia INT|tork RT|tork RNaseH|copia
scaffold_8_(dbseq-nr_7)_[2930065,2933111]	LTR	Copia	sire	no	-	RNaseH|sire
scaffold_8_(dbseq-nr_7)_[3149785,3156827]	LTR	Copia	tork	no	+	AP|ty1/copia INT|retrofit RT|tork RNaseH|tork
scaffold_8_(dbseq-nr_7)_[3270038,3275503]	LTR	Copia	mixture	no	+	AP|ty1/copia INT|tork RT|pCretro RNaseH|sire
scaffold_8_(dbseq-nr_7)_[3724676,3731708]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|cer2-3 INT|gmr1
scaffold_8_(dbseq-nr_7)_[374601,386612]	LTR	Copia	mixture	no	+	INT|oryco RT|tork
scaffold_8_(dbseq-nr_7)_[3756183,3761554]	LTR	Copia	copia	no	-	AP|pseudovirus INT|tork RT|copia RNaseH|copia
scaffold_8_(dbseq-nr_7)_[3876777,3883323]	LTR	Copia	copia	no	+	AP|ty1/copia INT|tork RT|copia RNaseH|copia
scaffold_8_(dbseq-nr_7)_[46022,51987]	LTR	Copia	mixture	no	-	AP|ty1/copia INT|tork RT|sire RNaseH|copia
scaffold_8_(dbseq-nr_7)_[600524,606538]	LTR	Copia	sire	no	+	INT|copia RT|sire RNaseH|sire
scaffold_8_(dbseq-nr_7)_[620041,629665]	LTR	Copia	mixture	no	+	AP|ty1/copia INT|tork RT|copia RNaseH|sire
scaffold_8_(dbseq-nr_7)_[79717,86650]	LTR	Gypsy	v_clade	no	+	GAG|v_clade RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_8_(dbseq-nr_7)_[817382,822795]	LTR	Copia	mixture	no	+	AP|ty1/copia INT|tork RT|copia RNaseH|sire
scaffold_8_(dbseq-nr_7)_[871236,877052]	LTR	Copia	sire	no	+	AP|copia INT|tork RT|sire RNaseH|sire
scaffold_90_(dbseq-nr_89)_[256357,263029]	LTR	Copia	tork	no	+	AP|ty1/copia INT|tork RT|tork RNaseH|sire
scaffold_90_(dbseq-nr_89)_[280259,284897]	LTR	Gypsy	v_clade	no	+	GAG|v_clade AP|v_clade
scaffold_90_(dbseq-nr_89)_[298258,303081]	LTR	Gypsy	v_clade	no	-	GAG|v_clade AP|v_clade
scaffold_90_(dbseq-nr_89)_[466372,473195]	LTR	Gypsy	v_clade	yes	+	GAG|v_clade AP|v_clade RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_90_(dbseq-nr_89)_[504176,509542]	LTR	Copia	tork	yes	-	GAG|retrofit AP|ty1/copia INT|tork RT|tork RNaseH|sire
scaffold_90_(dbseq-nr_89)_[535988,541055]	LTR	Copia	mixture	no	-	INT|tork RT|copia RNaseH|sire
scaffold_90_(dbseq-nr_89)_[92586,96013]	LTR	Gypsy	v_clade	no	-	RT|v_clade RNaseH|v_clade
scaffold_91_(dbseq-nr_90)_[507502,515386]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|cer2-3 INT|gmr1
scaffold_91_(dbseq-nr_90)_[538609,544426]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|cer2-3 INT|gmr1
scaffold_91_(dbseq-nr_90)_[54069,60516]	LTR	Gypsy	v_clade	yes	-	GAG|v_clade AP|del RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_91_(dbseq-nr_90)_[63743,70724]	LTR	Gypsy	v_clade	no	+	RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_91_(dbseq-nr_90)_[83724,90696]	LTR	Gypsy	v_clade	yes	-	GAG|v_clade AP|v_clade RT|v_clade RNaseH|v_clade INT|v_clade CHR|all
scaffold_92_(dbseq-nr_91)_[273254,279091]	LTR	Copia	sire	no	-	AP|copia INT|tork RT|sire RNaseH|sire
scaffold_92_(dbseq-nr_91)_[304070,311924]	LTR	Gypsy	mixture	no	-	AP|athila RT|reina RNaseH|cer2-3 INT|tat
scaffold_92_(dbseq-nr_91)_[311929,318613]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|cer2-3 INT|tat
scaffold_92_(dbseq-nr_91)_[351349,357937]	LTR	Copia	tork	no	-	AP|ty1/copia INT|tork RT|tork RNaseH|sire
scaffold_92_(dbseq-nr_91)_[360124,370198]	LTR	Gypsy	v_clade	no	-	RNaseH|v_clade INT|v_clade
scaffold_92_(dbseq-nr_91)_[400993,406680]	LTR	Copia	oryco	no	+	AP|retrofit INT|oryco RT|oryco RNaseH|codi_d
scaffold_92_(dbseq-nr_91)_[412300,419186]	LTR	Gypsy	v_clade	yes	-	GAG|v_clade AP|pyret RT|v_clade RNaseH|v_clade INT|v_clade CHR|retroelement
scaffold_92_(dbseq-nr_91)_[431836,439208]	LTR	Gypsy	v_clade	yes	-	GAG|v_clade AP|pyret RT|v_clade RNaseH|v_clade INT|v_clade CHR|retroelement
scaffold_92_(dbseq-nr_91)_[440718,445824]	LTR	Copia	sire	no	+	AP|ty1/copia INT|tork RT|sire RNaseH|sire
scaffold_92_(dbseq-nr_91)_[456424,462901]	LTR	Gypsy	v_clade	yes	+	GAG|v_clade AP|pyret RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_92_(dbseq-nr_91)_[470431,478803]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|cer2-3 INT|gmr1
scaffold_92_(dbseq-nr_91)_[478815,481583]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|17_6 INT|gmr1
scaffold_92_(dbseq-nr_91)_[487523,494311]	LTR	Gypsy	v_clade	yes	-	GAG|v_clade AP|v_clade RT|v_clade RNaseH|v_clade INT|v_clade CHR|all
scaffold_92_(dbseq-nr_91)_[74746,80200]	LTR	Copia	mixture	no	+	AP|ty1/copia INT|oryco RT|copia RNaseH|sire
scaffold_93_(dbseq-nr_92)_[146161,150289]	LTR	Gypsy	v_clade	no	-	RT|reina RNaseH|v_clade INT|v_clade
scaffold_93_(dbseq-nr_92)_[159537,169205]	LTR	Gypsy	v_clade	no	+	RNaseH|v_clade INT|v_clade
scaffold_93_(dbseq-nr_92)_[185328,193741]	LTR	Gypsy	v_clade	no	-	RT|v_clade RNaseH|v_clade
scaffold_93_(dbseq-nr_92)_[275727,282153]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|17_6 INT|gmr1
scaffold_93_(dbseq-nr_92)_[289281,296724]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|del INT|tat
scaffold_93_(dbseq-nr_92)_[301748,307659]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|del INT|gmr1
scaffold_93_(dbseq-nr_92)_[309954,316248]	LTR	Gypsy	v_clade	no	+	GAG|v_clade RT|v_clade RNaseH|v_clade INT|v_clade CHR|all
scaffold_93_(dbseq-nr_92)_[379580,394355]	LTR	Copia	mixture	no	-	AP|ty1/copia INT|tork RT|pCretro RNaseH|sire
scaffold_93_(dbseq-nr_92)_[395459,401610]	LTR	Copia	mixture	no	+	AP|ty1/copia INT|tork RT|pseudovirus RNaseH|codi_d
scaffold_93_(dbseq-nr_92)_[402543,409098]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|cer2-3 INT|gmr1
scaffold_93_(dbseq-nr_92)_[412141,418883]	LTR	Gypsy	v_clade	no	+	RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_93_(dbseq-nr_92)_[90350,97934]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|del INT|gmr1
scaffold_94_(dbseq-nr_93)_[110270,115807]	LTR	Copia	mixture	no	+	INT|tork RNaseH|sire
scaffold_94_(dbseq-nr_93)_[170393,178958]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|cer2-3 INT|tat
scaffold_94_(dbseq-nr_93)_[185791,192097]	LTR	Gypsy	v_clade	no	+	GAG|v_clade RT|v_clade RNaseH|v_clade INT|v_clade CHR|all
scaffold_94_(dbseq-nr_93)_[2033,7932]	LTR	Copia	sire	no	+	INT|copia RT|sire RNaseH|sire
scaffold_94_(dbseq-nr_93)_[397824,403118]	LTR	Copia	mixture	no	-	RT|copia RNaseH|tork
scaffold_94_(dbseq-nr_93)_[455002,459841]	LTR	Gypsy	v_clade	no	+	GAG|v_clade AP|v_clade
scaffold_94_(dbseq-nr_93)_[467444,475073]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|del INT|tat
scaffold_94_(dbseq-nr_93)_[476072,481801]	LTR	Gypsy	v_clade	yes	-	GAG|v_clade AP|pyret RT|v_clade RNaseH|v_clade INT|v_clade CHR|all
scaffold_94_(dbseq-nr_93)_[484264,490577]	LTR	Gypsy	v_clade	no	-	GAG|v_clade RT|v_clade RNaseH|v_clade INT|v_clade CHR|all
scaffold_94_(dbseq-nr_93)_[69653,75040]	LTR	Copia	copia	no	+	AP|pseudovirus INT|tork RT|copia RNaseH|copia
scaffold_95_(dbseq-nr_94)_[102286,108279]	LTR	Gypsy	v_clade	no	+	RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_95_(dbseq-nr_94)_[116536,123231]	LTR	Gypsy	v_clade	yes	+	GAG|v_clade AP|del RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_95_(dbseq-nr_94)_[137402,142640]	LTR	Gypsy	17_6	no	-	RNaseH|17_6
scaffold_95_(dbseq-nr_94)_[145936,150681]	LTR	Gypsy	v_clade	no	-	GAG|v_clade AP|v_clade
scaffold_95_(dbseq-nr_94)_[164363,169146]	LTR	Gypsy	v_clade	no	+	GAG|v_clade AP|v_clade
scaffold_95_(dbseq-nr_94)_[204617,207523]	LTR	Copia	mixture	no	+	RT|pseudovirus RNaseH|tork
scaffold_95_(dbseq-nr_94)_[352316,357129]	LTR	Gypsy	v_clade	no	-	GAG|v_clade AP|v_clade
scaffold_95_(dbseq-nr_94)_[64941,71984]	LTR	Gypsy	v_clade	no	+	GAG|v_clade RT|v_clade RNaseH|v_clade INT|v_clade CHR|all
scaffold_95_(dbseq-nr_94)_[77254,83508]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|17_6 INT|gmr1
scaffold_95_(dbseq-nr_94)_[98056,102282]	Unknown	unknown	dtg_ilg_template	unknown	+	AP|dtg_ilg_template
scaffold_96_(dbseq-nr_95)_[32712,40436]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|cer2-3 INT|gmr1
scaffold_96_(dbseq-nr_95)_[453775,458576]	LTR	Gypsy	v_clade	no	+	GAG|v_clade AP|v_clade
scaffold_96_(dbseq-nr_95)_[458972,461885]	LTR	Copia	mixture	no	-	RT|tork RNaseH|copia
scaffold_96_(dbseq-nr_95)_[52590,58322]	LTR	Copia	mixture	no	-	AP|ty1/copia INT|retrofit RT|tork RNaseH|copia
scaffold_96_(dbseq-nr_95)_[62932,68185]	LTR	Copia	tork	no	+	AP|ty1/copia INT|tork RT|tork RNaseH|copia
scaffold_96_(dbseq-nr_95)_[81261,86009]	LTR	Gypsy	v_clade	no	+	GAG|v_clade AP|v_clade
scaffold_97_(dbseq-nr_96)_[114268,120266]	LTR	Copia	tork	no	+	AP|ty1/copia INT|tork RT|tork RNaseH|sire
scaffold_97_(dbseq-nr_96)_[146315,151986]	LTR	Copia	mixture	no	-	AP|ty1/copia INT|sire RT|tork RNaseH|codi_d
scaffold_97_(dbseq-nr_96)_[177841,184812]	LTR	Gypsy	v_clade	yes	-	GAG|v_clade AP|v_clade RT|v_clade RNaseH|v_clade INT|v_clade CHR|all
scaffold_97_(dbseq-nr_96)_[191681,196410]	LTR	Gypsy	v_clade	no	+	GAG|v_clade AP|v_clade
scaffold_97_(dbseq-nr_96)_[228778,234241]	LTR	Copia	mixture	no	+	AP|ty1/copia INT|tork RT|copia RNaseH|sire
scaffold_97_(dbseq-nr_96)_[34544,41429]	LTR	Copia	mixture	no	-	AP|ty1/copia INT|retrofit RT|sire RNaseH|copia
scaffold_97_(dbseq-nr_96)_[368827,378054]	LTR	Copia	tork	no	+	AP|ty1/copia INT|tork RT|tork RNaseH|tork
scaffold_97_(dbseq-nr_96)_[433252,438438]	LTR	Copia	tork	no	+	AP|retrofit INT|tork RT|copia RNaseH|tork
scaffold_97_(dbseq-nr_96)_[54826,65180]	LTR	Gypsy	v_clade	no	+	GAG|v_clade AP|v_clade
scaffold_97_(dbseq-nr_96)_[80270,84988]	LTR	Copia	mixture	no	+	INT|tork RT|copia RNaseH|sire
scaffold_97_(dbseq-nr_96)_[86954,92976]	LTR	Gypsy	v_clade	no	-	RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_98_(dbseq-nr_97)_[167931,171000]	LTR	Copia	mixture	no	-	INT|retrofit RNaseH|sire
scaffold_98_(dbseq-nr_97)_[202420,210337]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|cer2-3 INT|gmr1
scaffold_98_(dbseq-nr_97)_[237391,244134]	LTR	Gypsy	v_clade	yes	+	GAG|v_clade AP|del RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_98_(dbseq-nr_97)_[398790,403917]	LTR	Copia	tork	no	-	AP|retrofit INT|tork RT|copia RNaseH|tork
scaffold_98_(dbseq-nr_97)_[446845,452893]	LTR	Copia	mixture	no	-	AP|ty1/copia INT|retrofit RT|copia RNaseH|codi_d
scaffold_99_(dbseq-nr_98)_[465721,470490]	LTR	Gypsy	v_clade	no	-	GAG|v_clade AP|v_clade
scaffold_99_(dbseq-nr_98)_[473176,480293]	LTR	Gypsy	v_clade	no	-	INT|v_clade GAG|v_clade RNaseH|v_clade
scaffold_99_(dbseq-nr_98)_[51068,56424]	LTR	Copia	copia	no	-	AP|pseudovirus INT|tork RT|copia RNaseH|copia
scaffold_9_(dbseq-nr_8)_[120154,127153]	LTR	Gypsy	v_clade	no	-	RT|v_clade RNaseH|v_clade INT|v_clade
