#TE	Order	Superfamily	Clade	Complete	Strand	Domains
scaffold_98_(dbseq-nr_97)_[38361,46806]	LTR	Gypsy	v_clade	no	-	INT|v_clade GAG|v_clade AP|v_clade RT|v_clade RNaseH|v_clade
scaffold_98_(dbseq-nr_97)_[53428,60097]	LTR	Gypsy	v_clade	no	-	AP|v_clade RT|v_clade RNaseH|pyret INT|v_clade
scaffold_98_(dbseq-nr_97)_[8278,14412]	LTR	Gypsy	v_clade	yes	+	GAG|v_clade AP|v_clade RT|v_clade RNaseH|v_clade INT|v_clade CHR|all
scaffold_9_(dbseq-nr_8)_[106692,112686]	LTR	Copia	copia	no	-	AP|retrofit INT|tork RT|copia RNaseH|copia
scaffold_9_(dbseq-nr_8)_[242298,246750]	LTR	Copia	sire	no	-	RNaseH|sire
scaffold_1_(dbseq-nr_0)_[896416,901078]	LTR	Gypsy	unknown	none	?	none
scaffold_2_(dbseq-nr_1)_[500910,505600]	LTR	Gypsy	unknown	none	?	none
scaffold_2_(dbseq-nr_1)_[1320603,1323099]	LTR	Gypsy	unknown	none	?	none
scaffold_2_(dbseq-nr_1)_[1821542,1823678]	LTR	Gypsy	unknown	none	?	none
scaffold_3_(dbseq-nr_2)_[76284,83210]	LTR	Gypsy	unknown	none	?	none
scaffold_3_(dbseq-nr_2)_[901383,907715]	LTR	Gypsy	unknown	none	?	none
scaffold_3_(dbseq-nr_2)_[1463636,1466153]	LTR	Gypsy	unknown	none	?	none
scaffold_4_(dbseq-nr_3)_[347,2473]	LTR	Gypsy	unknown	none	?	none
scaffold_6_(dbseq-nr_5)_[714700,716801]	LTR	Gypsy	unknown	none	?	none
scaffold_7_(dbseq-nr_6)_[349986,351240]	LTR	Gypsy	unknown	none	?	none
scaffold_11_(dbseq-nr_10)_[962083,968218]	LTR	Copia	unknown	none	?	none
scaffold_11_(dbseq-nr_10)_[1063154,1066206]	mixture	mixture	unknown	none	?	none
scaffold_12_(dbseq-nr_11)_[209643,215032]	LTR	Gypsy	unknown	none	?	none
scaffold_12_(dbseq-nr_11)_[901076,905889]	LTR	Gypsy	unknown	none	?	none
scaffold_12_(dbseq-nr_11)_[907561,912216]	LTR	Gypsy	unknown	none	?	none
scaffold_14_(dbseq-nr_13)_[819982,826340]	LTR	Gypsy	unknown	none	?	none
scaffold_17_(dbseq-nr_16)_[476603,482628]	LTR	Gypsy	unknown	none	?	none
scaffold_17_(dbseq-nr_16)_[858190,860316]	LTR	Gypsy	unknown	none	?	none
scaffold_27_(dbseq-nr_26)_[170825,176913]	LTR	Copia	unknown	none	?	none
scaffold_27_(dbseq-nr_26)_[291479,296174]	LTR	Gypsy	unknown	none	?	none
scaffold_27_(dbseq-nr_26)_[649097,653277]	LTR	Gypsy	unknown	none	?	none
scaffold_30_(dbseq-nr_29)_[1795,7924]	LTR	Gypsy	unknown	none	?	none
scaffold_30_(dbseq-nr_29)_[20765,27120]	LTR	Gypsy	unknown	none	?	none
scaffold_30_(dbseq-nr_29)_[283945,288559]	LTR	Gypsy	unknown	none	?	none
scaffold_38_(dbseq-nr_37)_[488781,493393]	LTR	Gypsy	unknown	none	?	none
scaffold_53_(dbseq-nr_52)_[376471,379602]	LTR	Gypsy	unknown	none	?	none
scaffold_56_(dbseq-nr_55)_[242242,246929]	LTR	Gypsy	unknown	none	?	none
scaffold_62_(dbseq-nr_61)_[108580,114928]	LTR	Gypsy	unknown	none	?	none
scaffold_74_(dbseq-nr_73)_[36045,41944]	LTR	Gypsy	unknown	none	?	none
scaffold_82_(dbseq-nr_81)_[136570,141255]	LTR	Gypsy	unknown	none	?	none
scaffold_83_(dbseq-nr_82)_[48635,54977]	LTR	Gypsy	unknown	none	?	none
scaffold_83_(dbseq-nr_82)_[75982,80406]	LTR	Gypsy	unknown	none	?	none
scaffold_85_(dbseq-nr_84)_[46348,47776]	LTR	Gypsy	unknown	none	?	none
scaffold_109_(dbseq-nr_108)_[19779,24210]	Unknown	unknown	unknown	none	?	none
scaffold_112_(dbseq-nr_111)_[40020,41489]	LTR	Gypsy	unknown	none	?	none
scaffold_140_(dbseq-nr_139)_[3782,7315]	LTR	Gypsy	unknown	none	?	none
scaffold_165_(dbseq-nr_164)_[8265,11801]	LTR	Gypsy	unknown	none	?	none
